RCN;CODE;Title;ShortTitle;language
664225;H2020-EU.2.3.1.;Durchgehende Berücksichtigung der KMU insbesondere durch ein spezifisches Instrument;Mainstreaming SME support;de
664225;H2020-EU.2.3.1.;Durchgehende Berücksichtigung der KMU insbesondere durch ein spezifisches Instrument;Mainstreaming SME support;de
664225;H2020-EU.2.3.1.;Integrar el apoyo a las PYME, especialmente mediante un instrumento específico;Mainstreaming SME support;es
664225;H2020-EU.2.3.1.;Intégrer à tous les niveaux la question du soutien aux PME en particulier par l'intermédiaire d'un instrument spécifique;Mainstreaming SME support;fr
664225;H2020-EU.2.3.1.;Razionalizzazione del sostegno alle PMI in particolare attraverso un apposito strumento;Mainstreaming SME support;it
664225;H2020-EU.2.3.1.;Zintegrowane działania w zakresie wsparcia dla MŚP, w szczególności za pomocą specjalnego instrumentu;Mainstreaming SME support;pl
664227;H2020-EU.2.3.2.;Specific support;;en
664229;H2020-EU.2.3.2.1.;Support for research intensive SMEs;Support for research intensive SMEs;en
664229;H2020-EU.2.3.2.1.;Unterstützung forschungsintensiver KMU;Support for research intensive SMEs;de
664229;H2020-EU.2.3.2.1.;Apoyar a las PYME intensivas en investigación;Support for research intensive SMEs;es
664229;H2020-EU.2.3.2.1.;Soutien aux PME à forte intensité de recherche;Support for research intensive SMEs;fr
664229;H2020-EU.2.3.2.1.;Sostegno per le PMI ad elevata intensità di ricerca;Support for research intensive SMEs;it
664229;H2020-EU.2.3.2.1.;Wsparcie dla MŚP intensywnie korzystających z badań naukowych;Support for research intensive SMEs;pl
664231;H2020-EU.2.3.2.2.;Enhancing the innovation capacity of SMEs;Enhancing the innovation capacity of SMEs;en
664231;H2020-EU.2.3.2.2.;Stärkung der Innovationskapazität von KMU;Enhancing the innovation capacity of SMEs;de
664231;H2020-EU.2.3.2.2.;Mejorar la capacidad de innovación de las PYME;Enhancing the innovation capacity of SMEs;es
664231;H2020-EU.2.3.2.2.;Renforcement de la capacité d'innovation des PME;Enhancing the innovation capacity of SMEs;fr
664231;H2020-EU.2.3.2.2.;Rafforzare la capacità di innovazione delle PMI;Enhancing the innovation capacity of SMEs;it
664231;H2020-EU.2.3.2.2.;Zwiększenie zdolności MŚP pod względem innowacji;Enhancing the innovation capacity of SMEs;pl
664233;H2020-EU.2.3.2.3.;Supporting market-driven innovation;Supporting market-driven innovation;en
664233;H2020-EU.2.3.2.3.;Unterstützung marktorientierter Innovation;Supporting market-driven innovation;de
664233;H2020-EU.2.3.2.3.;Apoyar la innovación impulsada por el mercado;Supporting market-driven innovation;es
664233;H2020-EU.2.3.2.3.;Soutien à l'innovation axée sur le marché;Supporting market-driven innovation;fr
664233;H2020-EU.2.3.2.3.;Sostegno all'innovazione orientata al mercato;Supporting market-driven innovation;it
664233;H2020-EU.2.3.2.3.;Wsparcie innowacji rynkowych;Supporting market-driven innovation;pl
664235;H2020-EU.3.;PRIORITY 'Societal challenges;Societal Challenges;en
664235;H2020-EU.3.;"SCHWERPUNKT ""Gesellschaftliche Herausforderungen""";Societal Challenges;de
664235;H2020-EU.3.;"PRIORIDAD ""Retos de la sociedad""";Societal Challenges;es
664235;H2020-EU.3.;PRIORITÉ «Défis de société»;Societal Challenges;fr
664235;H2020-EU.3.;"PRIORITÀ ""Sfide per la società""";Societal Challenges;it
664235;H2020-EU.3.;PRIORYTET „Wyzwania społeczne”;Societal Challenges;pl
664237;H2020-EU.3.1.;SOCIETAL CHALLENGES - Health, demographic change and well-being;Health;en
664237;H2020-EU.3.1.;GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Gesundheit, demografischer Wandel und Wohlergehen;Health;de
664237;H2020-EU.3.1.;RETOS DE LA SOCIEDAD - Salud, cambio demográfico y bienestar;Health;es
664237;H2020-EU.3.1.;DÉFIS DE SOCIÉTÉ - Santé, évolution démographique et bien-être;Health;fr
664237;H2020-EU.3.1.;SFIDE PER LA SOCIETÀ - Salute, evoluzione demografica e benessere;Health;it
664237;H2020-EU.3.1.;WYZWANIA SPOŁECZNE - Zdrowie, zmiany demograficzne i dobrostan;Health;pl
664239;H2020-EU.3.1.1.;Understanding health, wellbeing and disease;;en
664241;H2020-EU.3.1.1.1.;Understanding the determinants of health, improving health promotion and disease prevention;;en
664243;H2020-EU.3.1.1.2.;Understanding disease;;en
664245;H2020-EU.3.1.1.3.;Improving surveillance and preparedness;;en
664247;H2020-EU.3.1.2.;Preventing disease;;en
664249;H2020-EU.3.1.2.1.;Developing effective prevention and screening programmes and improving the assessment of disease susceptibility;;en
664251;H2020-EU.3.1.2.2.;Improving diagnosis and prognosis;;en
664253;H2020-EU.3.1.2.3.;Developing better preventive and therapeutic vaccines;;en
664255;H2020-EU.3.1.3.;Treating and managing disease;;en
664257;H2020-EU.3.1.3.1.;Treating disease, including developing regenerative medicine;;en
664259;H2020-EU.3.1.3.2.;Transferring knowledge to clinical practice and scalable innovation actions;;en
664261;H2020-EU.3.1.4.;Active ageing and self-management of health;;en
664263;H2020-EU.3.1.4.1.;Active ageing, independent and assisted living;;en
664265;H2020-EU.3.1.4.2.;Individual awareness and empowerment for self-management of health;;en
664267;H2020-EU.3.1.5.;Methods and data;;en
664269;H2020-EU.3.1.5.1.;Improving halth information and better use of health data;;en
664271;H2020-EU.3.1.5.2.;Improving scientific tools and methods to support policy making and regulatory needs;;en
664273;H2020-EU.3.1.5.3.;Using in-silico medicine for improving disease management and prediction;;en
664275;H2020-EU.3.1.6.;Health care provision and integrated care;;en
664277;H2020-EU.3.1.6.1.;Promoting integrated care;;en
664279;H2020-EU.3.1.6.2.;Optimising the efficiency and effectiveness of healthcare provision and reducing inequalities by evidence based decision making and dissemination of best practice, and innovative technologies and approaches;;en
664281;H2020-EU.3.2.;SOCIETAL CHALLENGES - Food security, sustainable agriculture and forestry, marine, maritime and inland water research, and the bioeconomy;Food, agriculture, forestry, marine research and bioeconomy;en
664281;H2020-EU.3.2.;GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Ernährungs- und Lebensmittelsicherheit, nachhaltige Land- und Forstwirtschaft, marine, maritime und limnologische Forschung und Biowirtschaft;Food, agriculture, forestry, marine research and bioeconomy;de
664281;H2020-EU.3.2.;RETOS DE LA SOCIEDAD - Seguridad alimentaria, agricultura y silvicultura sostenibles, investigación marina, marítima y de aguas interiores y bioeconomía;Food, agriculture, forestry, marine research and bioeconomy;es
664281;H2020-EU.3.2.;DÉFIS DE SOCIÉTÉ - Sécurité alimentaire, agriculture et sylviculture durables, recherche marine, maritime et dans le domaine des eaux intérieures, et la bioéconomie;Food, agriculture, forestry, marine research and bioeconomy;fr
664281;H2020-EU.3.2.;SFIDE PER LA SOCIETÀ - Sicurezza alimentare, agricoltura e silvicoltura sostenibili, ricerca marina, marittima e sulle acque interne e bioeconomia;Food, agriculture, forestry, marine research and bioeconomy;it
664281;H2020-EU.3.2.;WYZWANIA SPOŁECZNE - Bezpieczeństwo żywnościowe, zrównoważone rolnictwo i leśnictwo, badania mórz, wód śródlądowych oraz biogospodarka;Food, agriculture, forestry, marine research and bioeconomy;pl
664283;H2020-EU.3.2.1.;Sustainable agriculture and forestry;Sustainable agriculture and forestry;en
664283;H2020-EU.3.2.1.;Nachhaltige Land- und Forstwirtschaft;Sustainable agriculture and forestry;de
664283;H2020-EU.3.2.1.;Agricultura y silvicultura sostenibles;Sustainable agriculture and forestry;es
664283;H2020-EU.3.2.1.;Agriculture et sylviculture durables;Sustainable agriculture and forestry;fr
664283;H2020-EU.3.2.1.;Agricoltura e silvicoltura sostenibili;Sustainable agriculture and forestry;it
664283;H2020-EU.3.2.1.;Zrównoważone rolnictwo i leśnictwo;Sustainable agriculture and forestry;pl
664285;H2020-EU.3.2.1.1.;Increasing production efficiency and coping with climate change, while ensuring sustainability and resilience;;en
664287;H2020-EU.3.2.1.2.;Providing ecosystems services and public goods;;en
664289;H2020-EU.3.2.1.3.;Empowerment of rural areas, support to policies and rural innovation;;en
664291;H2020-EU.3.2.1.4.;Sustainable forestry;;en
664293;H2020-EU.3.2.2.;Sustainable and competitive agri-food sector for a safe and healthy diet;Sustainable and competitive agri-food sector for a safe and healthy diet;en
664293;H2020-EU.3.2.2.;Nachhaltiger und wettbewerbsfähiger Agrar- und Lebensmittelsektor für sichere und gesunde Ernährung;Sustainable and competitive agri-food sector for a safe and healthy diet;de
664293;H2020-EU.3.2.2.;Sector agroalimentario competitivo y sostenible para una dieta sana y segura;Sustainable and competitive agri-food sector for a safe and healthy diet;es
664293;H2020-EU.3.2.2.;Un secteur agro-alimentaire durable et compétitif pour une alimentation sûre et saine;Sustainable and competitive agri-food sector for a safe and healthy diet;fr
664293;H2020-EU.3.2.2.;Un settore agroalimentare sostenibile e competitivo per un'alimentazione sicura e sana;Sustainable and competitive agri-food sector for a safe and healthy diet;it
664293;H2020-EU.3.2.2.;Zrównoważony i konkurencyjny sektor rolno-spożywczy sprzyjający bezpiecznemu i zdrowemu odżywianiu się;Sustainable and competitive agri-food sector for a safe and healthy diet;pl
664295;H2020-EU.3.2.2.1.;Informed consumer choices;;en
664297;H2020-EU.3.2.2.2.;Healthy and safe foods and diets for all;;en
664299;H2020-EU.3.2.2.3.;A sustainable and competitive agri-food industry;;en
664301;H2020-EU.3.2.3.;Unlocking the potential of aquatic living resources;Potential of aquatic living resources;en
664301;H2020-EU.3.2.3.;Nachhaltiger und wettbewerbsfähiger Agrar- und Lebensmittelsektor für sichere und gesunde Ernährung;Potential of aquatic living resources;de
664301;H2020-EU.3.2.3.;Desbloquear el potencial de los recursos acuáticos vivos;Potential of aquatic living resources;es
664301;H2020-EU.3.2.3.;Exploiter le potentiel des ressources aquatiques vivantes;Potential of aquatic living resources;fr
664301;H2020-EU.3.2.3.;Liberare il potenziale delle risorse biologiche acquatiche;Potential of aquatic living resources;it
664301;H2020-EU.3.2.3.;Uwolnienie potencjału wodnych zasobów biologicznych;Potential of aquatic living resources;pl
664303;H2020-EU.3.2.3.1.;Developing sustainable and environmentally-friendly fisheries;;en
664305;H2020-EU.3.2.3.2.;Developing competitive and environmentally-friendly European aquaculture;;en
664307;H2020-EU.3.2.3.3.;Boosting marine and maritime innovation through biotechnology;;en
664309;H2020-EU.3.2.4.;Sustainable and competitive bio-based industries and supporting the development of a European bioeconomy;Bio-based industries and supporting bio-economy;en
664309;H2020-EU.3.2.4.;Nachhaltige und wettbewerbsfähige biobasierte Industriezweige und Förderung der Entwicklung einer europäischen Biowirtschaft;Bio-based industries and supporting bio-economy;de
664309;H2020-EU.3.2.4.;Bioindustrias sostenibles y competitivas y favorables al desarrollo de una bioeconomía europea;Bio-based industries and supporting bio-economy;es
664309;H2020-EU.3.2.4.;Des bio-industries durables et compétitives et une aide à la création d'une bioéconomie européenne;Bio-based industries and supporting bio-economy;fr
664309;H2020-EU.3.2.4.;Bioindustrie sostenibili e competitive e sostegno allo sviluppo di una bioeconomia europea;Bio-based industries and supporting bio-economy;it
664309;H2020-EU.3.2.4.;Zrównoważone i konkurencyjne sektory bioprzemysłu oraz wspieranie rozwoju europejskiej biogospodarki;Bio-based industries and supporting bio-economy;pl
664311;H2020-EU.3.2.4.1.;Fostering the bio-economy for bio-based industries;;en
664313;H2020-EU.3.2.4.3.;Supporting market development for bio-based products and processes;;en
664315;H2020-EU.3.2.5.1.;Climate change impact on marine ecosystems and maritime economy;;en
664316;H2020-EU.3.2.5.;Cross-cutting marine and maritime research;Cross-cutting marine and maritime research;en
664316;H2020-EU.3.2.5.;Übergreifende Meeresforschung und maritime Forschung;Cross-cutting marine and maritime research;de
664316;H2020-EU.3.2.5.;Investigación transversal marina y marítima;Cross-cutting marine and maritime research;es
664316;H2020-EU.3.2.5.;Recherche marine et maritime à caractère transversal;Cross-cutting marine and maritime research;fr
664316;H2020-EU.3.2.5.;Ricerca marina e marittima trasversale;Cross-cutting marine and maritime research;it
664316;H2020-EU.3.2.5.;Przekrojowe badania morskie;Cross-cutting marine and maritime research;pl
664317;H2020-EU.3.2.5.2.;Develop the potential of marine resources through an integrated approach;;en
664319;H2020-EU.3.2.5.3.;Cross-cutting concepts and technologies enabling maritime growth;;en
664321;H2020-EU.3.3.;SOCIETAL CHALLENGES - Secure, clean and efficient energy;Energy;en
664321;H2020-EU.3.3.;GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Sichere, saubere und effiziente Energieversorgung;Energy;de
664321;H2020-EU.3.3.;RETOS DE LA SOCIEDAD - Energía segura, limpia y eficiente;Energy;es
664321;H2020-EU.3.3.;DÉFIS DE SOCIÉTÉ - Énergies sûres, propres et efficaces;Energy;fr
664321;H2020-EU.3.3.;SFIDE PER LA SOCIETÀ - Energia sicura, pulita ed efficiente;Energy;it
664321;H2020-EU.3.3.;WYZWANIA SPOŁECZNE - Bezpieczna, czysta i efektywna energia;Energy;pl
664323;H2020-EU.3.3.1.;Reducing energy consumption and carbon foorpint by smart and sustainable use;Reducing energy consumption and carbon footprint;en
664323;H2020-EU.3.3.1.;Verringerung des Energieverbrauchs und Verbesserung der CO2-Bilanz durch intelligente und nachhaltige Nutzung;Reducing energy consumption and carbon footprint;de
664323;H2020-EU.3.3.1.;Reducir el consumo de energía y la huella de carbono mediante un uso inteligente y sostenible;Reducing energy consumption and carbon footprint;es
664323;H2020-EU.3.3.1.;Réduire la consommation d'énergie et l'empreinte carbone en utilisant l'énergie de manière intelligente et durable;Reducing energy consumption and carbon footprint;fr
664323;H2020-EU.3.3.1.;Ridurre il consumo di energia e le emissioni di carbonio grazie all'uso intelligente e sostenibile;Reducing energy consumption and carbon footprint;it
664323;H2020-EU.3.3.1.;Ograniczenie zużycia energii i śladu węglowego poprzez inteligentne i zrównoważone użytkowanie;Reducing energy consumption and carbon footprint;pl
664325;H2020-EU.3.3.1.1.;Bring to mass market technologies and services for a smart and efficient energy use;;en
664327;H2020-EU.3.3.1.2.;Unlock the potential of efficient and renewable heating-cooling systems;;en
664329;H2020-EU.3.3.1.3.;Foster European Smart cities and Communities;;en
664331;H2020-EU.3.3.2.;Low-cost, low-carbon energy supply;Low-cost, low-carbon energy supply;en
664331;H2020-EU.3.3.2.;Kostengünstige Stromversorgung mit niedrigen CO2-Emissionen;Low-cost, low-carbon energy supply;de
664331;H2020-EU.3.3.2.;Suministro de electricidad a bajo coste y de baja emisión de carbono;Low-cost, low-carbon energy supply;es
664331;H2020-EU.3.3.2.;Un approvisionnement en électricité à faible coût et à faibles émissions de carbone;Low-cost, low-carbon energy supply;fr
664331;H2020-EU.3.3.2.;Energia elettrica a basso costo e a basse emissioni di carbonio;Low-cost, low-carbon energy supply;it
664331;H2020-EU.3.3.2.;Zaopatrzenie w tanią, niskoemisyjną energię elektryczną;Low-cost, low-carbon energy supply;pl
664333;H2020-EU.3.3.2.1.;Develop the full potential of wind energy;;en
664335;H2020-EU.3.3.2.2.;Develop efficient, reliable and cost-competitive solar energy systems;;en
664337;H2020-EU.3.3.2.3.;Develop competitive and environmentally safe technologies for CO2 capture, transport, storage and re-use;;en
664339;H2020-EU.3.3.2.4.;Develop geothermal, hydro, marine and other renewable energy options;;en
664341;H2020-EU.3.3.3.;Alternative fuels and mobile energy sources;Alternative fuels and mobile energy sources;en
664341;H2020-EU.3.3.3.;Alternative Brenn- bzw. Kraftstoffe und mobile Energiequellen;Alternative fuels and mobile energy sources;de
664341;H2020-EU.3.3.3.;Combustibles alternativos y fuentes de energía móviles;Alternative fuels and mobile energy sources;es
664341;H2020-EU.3.3.3.;Des combustibles de substitution et sources d'énergie mobiles;Alternative fuels and mobile energy sources;fr
664341;H2020-EU.3.3.3.;Combustibili alternativi e fonti energetiche mobili;Alternative fuels and mobile energy sources;it
664341;H2020-EU.3.3.3.;Paliwa alternatywne i mobilne źródła energii;Alternative fuels and mobile energy sources;pl
664343;H2020-EU.3.3.3.1.;Make bio-energy more competitive and sustainable;;en
664345;H2020-EU.3.3.3.2.;Reducing time to market for hydrogen and fuel cells technologies;;en
664347;H2020-EU.3.3.3.3.;New alternative fuels;;en
664349;H2020-EU.3.3.4.;A single, smart European electricity grid;A single, smart European electricity grid;en
664349;H2020-EU.3.3.4.;Ein intelligentes europäisches Stromverbundnetz;A single, smart European electricity grid;de
664349;H2020-EU.3.3.4.;Una red eléctrica europea única e inteligente;A single, smart European electricity grid;es
664349;H2020-EU.3.3.4.;Un réseau électrique européen unique et intelligent;A single, smart European electricity grid;fr
664349;H2020-EU.3.3.4.;Un'unica rete elettrica europea intelligente;A single, smart European electricity grid;it
664349;H2020-EU.3.3.4.;Jednolita inteligentna europejska sieć elektroenergetyczna;A single, smart European electricity grid;pl
664351;H2020-EU.3.3.5.;New knowledge and technologies;New knowledge and technologies;en
664351;H2020-EU.3.3.5.;Neue Erkenntnisse und neue Technologien;;de
664351;H2020-EU.3.3.5.;Nuevos conocimientos y tecnologías;New knowledge and technologies;es
664351;H2020-EU.3.3.5.;Des connaissances et technologies nouvelles;New knowledge and technologies;fr
664351;H2020-EU.3.3.5.;Nuove conoscenze e tecnologie;New knowledge and technologies;it
664351;H2020-EU.3.3.5.;Nowa wiedza i technologie;New knowledge and technologies;pl
664353;H2020-EU.3.3.6.;Robust decision making and public engagement;Robust decision making and public engagement;en
664353;H2020-EU.3.3.6.;Qualifizierte Entscheidungsfindung und Einbeziehung der Öffentlichkeit;Robust decision making and public engagement;de
664353;H2020-EU.3.3.6.;Solidez en la toma de decisiones y compromiso público;Robust decision making and public engagement;es
664353;H2020-EU.3.3.6.;La solidité du processus décisionnel et l'implication du public;Robust decision making and public engagement;fr
664353;H2020-EU.3.3.6.;Processo decisionale e impegno pubblico di rilievo;Robust decision making and public engagement;it
664353;H2020-EU.3.3.6.;Solidne procesy decyzyjne i udział społeczeństwa;Robust decision making and public engagement;pl
664355;H2020-EU.3.3.7.;Market uptake of energy innovation - building on Intelligent Energy Europe;Market uptake of energy innovation;en
664355;H2020-EU.3.3.7.;"Markteinführung von Energieinnovationen – Aufbau auf ""Intelligente Energie – Europa";Market uptake of energy innovation;de
664355;H2020-EU.3.3.7.;Absorción por el mercado de la innovación energética - explotación del Programa Energía Inteligente - Europa Europe;Market uptake of energy innovation;es
664355;H2020-EU.3.3.7.;La commercialisation des innovations dans le domaine de l'énergie en s'appuyant sur le programme «Énergie intelligente - Europe»;Market uptake of energy innovation;fr
664355;H2020-EU.3.3.7.;"Assorbimento di mercato dell'innovazione energetica - iniziative fondate sul programma ""Energia intelligente - Europa""";Market uptake of energy innovation;it
664355;H2020-EU.3.3.7.;Wprowadzanie na rynek innowacji w zakresie energii – korzystanie z programu „Inteligentna energia dla Europy”;Market uptake of energy innovation;pl
664355;H2020-EU.3.3.7.;Wprowadzanie na rynek innowacji w zakresie energii – korzystanie z programu „Inteligentna energia dla Europy”;Market uptake of energy innovation;pl
664357;H2020-EU.3.4.;SOCIETAL CHALLENGES - Smart, Green And Integrated Transport;Transport;en
664357;H2020-EU.3.4.;GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Intelligenter, umweltfreundlicher und integrierter Verkehr;Transport;de
664357;H2020-EU.3.4.;RETOS DE LA SOCIEDAD - Transporte inteligente, ecológico e integrado;Transport;es
664357;H2020-EU.3.4.;DÉFIS DE SOCIÉTÉ - Transports intelligents, verts et intégrés;Transport;fr
664357;H2020-EU.3.4.;SFIDE PER LA SOCIETÀ - Trasporti intelligenti, verdi e integrati;Transport;it
664357;H2020-EU.3.4.;WYZWANIA SPOŁECZNE - Inteligentny, zielony i zintegrowany transport;Transport;pl
664359;H2020-EU.3.4.1.;Resource efficient transport that respects the environment;Resource efficient transport that respects the environment;en
664359;H2020-EU.3.4.1.;Ressourcenschonender umweltfreundlicher Verkehr;Resource efficient transport that respects the environment;de
664359;H2020-EU.3.4.1.;Un transporte eficiente en el uso de los recursos y que respeta el medio ambiente;Resource efficient transport that respects the environment;es
664359;H2020-EU.3.4.1.;Des transports économes en énergie et respectueux de l'environnement;Resource efficient transport that respects the environment;fr
664359;H2020-EU.3.4.1.;Trasporti efficienti sotto il profilo delle risorse che rispettino l'ambiente;Resource efficient transport that respects the environment;it
664359;H2020-EU.3.4.1.;Zasobooszczędny transport, który szanuje środowisko;Resource efficient transport that respects the environment;pl
664361;H2020-EU.3.4.1.1.;Making aircraft, vehicles and vessels cleaner and quieter will improve environmental performance and reduce perceived noise and vibration;;en
664363;H2020-EU.3.4.1.2.;Developing smart equipment, infrastructures and services;;en
664365;H2020-EU.3.4.1.3.;Improving transport and mobility in urban areas;;en
664367;H2020-EU.3.4.2.;Better mobility, less congestion, more safety and security;Mobility, safety and security;en
664367;H2020-EU.3.4.2.;Größere Mobilität, geringeres Verkehrsaufkommen, größere Sicherheit;Mobility, safety and security;de
664367;H2020-EU.3.4.2.;Mejor movilidad, menor congestión, mayor seguridad;Mobility, safety and security;es
664367;H2020-EU.3.4.2.;Plus de mobilité, moins d'encombrement, plus de sûreté et de sécurité;Mobility, safety and security;fr
664367;H2020-EU.3.4.2.;Migliorare la mobilità, diminuire il traffico e aumentare la sicurezza;Mobility, safety and security;it
664367;H2020-EU.3.4.2.;Usprawniona mobilność, mniejsze zagęszczenie ruchu, większe bezpieczeństwo i ochrona;Mobility, safety and security;pl
664369;H2020-EU.3.4.2.1.;A substantial reduction of traffic congestion;;en
664371;H2020-EU.3.4.2.2.;Substantial improvements in the mobility of people and freight;;en
664373;H2020-EU.3.4.2.3.;Developing new concepts of freight transport and logistics;;en
664375;H2020-EU.3.4.2.4.;Reducing accident rates, fatalities and casualties and improving security;;en
664377;H2020-EU.3.4.3.;Global leadership for the European transport industry;Global leadership for the European transport industry;en
664377;H2020-EU.3.4.3.;Weltweit führende Rolle der europäischen Verkehrsindustrie;Global leadership for the European transport industry;de
664377;H2020-EU.3.4.3.;Liderazgo mundial para la industria europea del transporte;Global leadership for the European transport industry;es
664377;H2020-EU.3.4.3.;Primauté sur la scène mondiale pour l'industrie européenne des transports;Global leadership for the European transport industry;fr
664377;H2020-EU.3.4.3.;Leadership mondiale per l'industria europea dei trasporti;Global leadership for the European transport industry;it
664377;H2020-EU.3.4.3.;Wiodąca pozycja europejskiego przemysłu transportowego na świecie;Global leadership for the European transport industry;pl
664379;H2020-EU.3.4.3.1.;Developing the next generation of transport means as the way to secure market share in the future;;en
664381;H2020-EU.3.4.3.2.;On board, smart control systems;;en
664383;H2020-EU.3.4.3.3.;Advanced production processes;;en
664385;H2020-EU.3.4.3.4.;Exploring entirely new transport concepts;;en
664387;H2020-EU.3.4.4.;Socio-economic and behavioural research and forward looking activities for policy making;Socio-economic and behavioural research;en
664387;H2020-EU.3.4.4.;Sozioökonomische Forschung, Verhaltensforschung und vorausschauende Tätigkeiten für die politische Entscheidungsfindung.;Socio-economic and behavioural research;de
664387;H2020-EU.3.4.4.;Investigación socioeconómica y de comportamiento y actividades de prospectiva para la formulación de políticas;Socio-economic and behavioural research;es
664387;H2020-EU.3.4.4.;Recherche socio-économique et comportementale et activités de prospective en appui à la prise de décisions;Socio-economic and behavioural research;fr
664387;H2020-EU.3.4.4.;Ricerca socioeconomica e comportamentale e attività orientate al futuro per l'elaborazione delle strategie politiche;Socio-economic and behavioural research;it
664387;H2020-EU.3.4.4.;Społeczno-gospodarcze i behawioralne badania naukowe oraz wybiegające w przyszłość działania związane z kształtowaniem polityki;Socio-economic and behavioural research;pl
664389;H2020-EU.3.5.;SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials;Climate and environment;en
664389;H2020-EU.3.5.;GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Klimaschutz, Umwelt, Ressourceneffizienz und Rohstoffe;Climate and environment;de
664389;H2020-EU.3.5.;RETOS DE LA SOCIEDAD - Acción por el clima, medio ambiente, eficiencia de los recursos y materias primas;Climate and environment;es
664389;H2020-EU.3.5.;DÉFIS DE SOCIÉTÉ - Action pour le climat, environnement, utilisation efficace des ressources et matières premières;Climate and environment;fr
664389;H2020-EU.3.5.;SFIDE PER LA SOCIETÀ - Azione per il clima, ambiente, efficienza delle risorse e materie prime;Climate and environment;it
664389;H2020-EU.3.5.;WYZWANIA SPOŁECZNE - Działania w dziedzinie klimatu, środowisko, efektywna gospodarka zasobami i surowce;Climate and environment;pl
664391;H2020-EU.3.5.1.;Fighting and adapting to climate change;Fighting and adapting to climate change;en
664391;H2020-EU.3.5.1.;Klimaschutz und Anpassung an den Klimawandel;Fighting and adapting to climate change;de
664391;H2020-EU.3.5.1.;Lucha contra el cambio climático y adaptación al mismo;Fighting and adapting to climate change;es
664391;H2020-EU.3.5.1.;Combattre le changement climatique et s'y adapter;Fighting and adapting to climate change;fr
664391;H2020-EU.3.5.1.;Lotta e adattamento ai cambiamenti climatici;Fighting and adapting to climate change;it
664391;H2020-EU.3.5.1.;Walka ze zmianą klimatu i przystosowanie się do niej;Fighting and adapting to climate change;pl
664393;H2020-EU.3.5.1.1.;Improve the understanding of climate change and the provision of reliable climate projections;;en
664395;H2020-EU.3.5.1.2.;Assess impacts, vulnerabilities and develop innovative cost-effective adaptation and risk prevention and management measures;;en
664397;H2020-EU.3.5.1.3.;Support mitigation policies, including studies that focus on impact from other sectoral policies;;en
664399;H2020-EU.3.5.2.;Protection of the environment, sustainable management of natural resources, water, biodiversity and ecosystems;Protection of the environment;en
664399;H2020-EU.3.5.2.;Umweltschutz, nachhaltige Bewirtschaftung der natürlichen Ressourcen, Wasser, biologische Vielfalt und Ökosysteme;Protection of the environment;de
664399;H2020-EU.3.5.2.;Protección del medio ambiente, gestión sostenible de los recursos naturales, el agua, la biodiversidad y los ecosistemas;Protection of the environment;es
664399;H2020-EU.3.5.2.;Protéger l'environnement, gérer les ressources naturelles, l'eau, la biodiversité et les écosystèmes de manière durable;Protection of the environment;fr
664399;H2020-EU.3.5.2.;Protezione dell'ambiente, gestione sostenibile delle risorse naturali e idriche, della biodiversità e degli ecosistemi;Protection of the environment;it
664399;H2020-EU.3.5.2.;Ochrona środowiska, zrównoważone gospodarowanie zasobami naturalnymi, wodą, bioróżnorodnością i ekosystemami;Protection of the environment;pl
664401;H2020-EU.3.5.2.1.;Further our understanding of biodiversity and the functioning of ecosystems, their interactions with social systems and their role in sustaining the economy and human well-being;;en
664403;H2020-EU.3.5.2.2.;Developing integrated approaches to address water-related challenges and the transition to sustainable management and use of water resources and services;;en
664405;H2020-EU.3.5.2.3.;Provide knowledge and tools for effective decision making and public engagement;;en
664407;H2020-EU.3.5.3.;Ensuring the sustainable supply of non-energy and non-agricultural raw materials;Supply of non-energy and non-agricultural raw materials;en
664407;H2020-EU.3.5.3.;Gewährleistung einer nachhaltigen Versorgung mit nicht-energetischen und nicht-landwirtschaftlichen Rohstoffen;Supply of non-energy and non-agricultural raw materials;de
664407;H2020-EU.3.5.3.;Garantía de un abastecimiento sostenible de materias primas no agrícolas y no energéticas;Supply of non-energy and non-agricultural raw materials;es
664407;H2020-EU.3.5.3.;Garantir un approvisionnement durable en matières premières non énergétiques et non agricoles;Supply of non-energy and non-agricultural raw materials;fr
664407;H2020-EU.3.5.3.;Garantire un approvvigionamento sostenibile di materie prime non energetiche e non agricole;Supply of non-energy and non-agricultural raw materials;it
664407;H2020-EU.3.5.3.;Zapewnienie zrównoważonych dostaw surowców nieenergetycznych i nierolniczych;Supply of non-energy and non-agricultural raw materials;pl
664409;H2020-EU.3.5.3.1.;Improve the knowledge base on the availability of raw materials;;en
664411;H2020-EU.3.5.3.2.;Promote the sustainable supply and use of raw materials, including mineral resources, from land and sea, covering exploration, extraction, processing, re-use, recycling and recovery;;en
664413;H2020-EU.3.5.3.3.;Find alternatives for critical raw materials;;en
664415;H2020-EU.3.5.3.4.;Improve societal awareness and skills on raw materials;;en
664417;H2020-EU.3.5.4.;Enabling the transition towards a green economy and society through eco-innovation;A green economy and society through eco-innovation;en
